朝向,楼层,成交,单价,成交价,税费,区县,区域,装修,电梯,小区,布局,面积
东 西,中楼层(共6层) 1990年建板楼,2014.11.03,42235,155,近地铁,东城,安定门,其他,无电梯,安德路47号院,1室1厅,36.7
南 北,中楼层(共5层) 1984年建板楼,2014.11.03,55759,320,房屋满五年,东城,安定门,其他,无电梯,和平里中街,2室1厅,57.39
暂无数据,底层(共6层) 1980年建板楼,2014.11,,,近地铁,东城,安定门,其他,无电梯,,,
东 西,中楼层(共6层) 1997年建板楼,2014.11,,,房屋满五年,东城,安定门,精装,无电梯,地兴居,2室1厅,63
南 北,底层(共6层) 1995年建板楼,2014.11,,,房屋满五年,东城,安定门,简装,,青年湖南街6号院,2室1厅,58.2
暂无数据,未知(共3层) 1988年建板楼,2014.11,,,近地铁,东城,安定门,其他,无电梯,,,
暂无数据,顶层(共6层) 1988年建板楼,2014.11,,,近地铁,东城,安定门,其他,无电梯,,,
南 西 北,中楼层(共19层) 2006年建塔楼,2014.11,,,房屋满五年,东城,安定门,精装,有电梯,西营房,3室1厅,102.47
暂无数据,中楼层(共14层) 1991年建板楼,2014.11,,,,东城,安定门,其他,有电梯,,,
东 南,高楼层(共18层) 1993年建塔楼,2014.11,,,房屋满五年,东城,安定门,精装,有电梯,上龙西里,2室1厅,73.42
暂无数据,低楼层(共6层) 1988年建板楼,2014.11,,,,东城,安定门,其他,无电梯,,,
东 南,中楼层(共7层) 2002年建板楼,2014.11,,,房屋满五年,东城,安定门,简装,无电梯,永康胡同1号院,1室1厅,50.1
南 北,顶层(共6层) 1988年建板楼,2014.11,,,房屋满五年,东城,安定门,其他,无电梯,青年湖北里,2室1厅,57
暂无数据,顶层(共6层) 1980年建板楼,2014.11,,,近地铁,东城,安定门,其他,无电梯,,,
东 西,低楼层(共12层) 1988年建板塔结合,2014.11,,,房屋满五年,东城,安定门,精装,有电梯,安外大街3号院,1室1厅,40.96
南,中楼层(共5层) 1980年建板楼,2014.10.29,44317,200,房屋满五年,东城,安定门,简装,无电梯,青年湖东里,2室1厅,45.13
南,中楼层(共7层) 1989年建板楼,2014.10.28,47537,193,房屋满五年,东城,安定门,精装,无电梯,安德路47号院,1室1厅,40.6
南 北,低楼层(共6层) 1986年建板楼,2014.10.28,48630,262.5,房屋满五年,东城,安定门,精装,无电梯,安德路47号院,2室1厅,53.98
东 西,低楼层(共6层) 1980年建板楼,2014.10.28,54248,295,房屋满五年,东城,安定门,其他,无电梯,六铺炕,2室1厅,54.38
南 北,高楼层(共12层) 1980年建板塔结合,2014.10.27,57838,513.1,近地铁,东城,安定门,简装,有电梯,六铺炕,3室1厅,88.71
东 北,中楼层(共17层) 1990年建塔楼,2014.10.26,41842,330,挂牌350万,东城,安定门,其他,有电梯,安德里北街25号院,3室1厅,78.87
南 北,高楼层(共6层) 1990年建板楼,2014.10.26,46191,268,房屋满五年,东城,安定门,精装,无电梯,黄寺大街2号院,2室1厅,58.02
东 西,中楼层(共10层) 1998年建塔楼,2014.10.26,37403,500,房屋满五年,东城,安定门,简装,有电梯,上龙嘉园,2室1厅,133.68
东,高楼层(共14层) 1996年建板塔结合,2014.10.26,60393,317,房屋满五年,东城,安定门,简装,有电梯,青年湖南街,1室1厅,52.49
东 北,中楼层(共17层) 1990年建塔楼,2014.10.25,43743,345,房屋满五年,东城,安定门,其他,有电梯,安德里北街25号院,3室1厅,78.87
南 北,底层(共6层) 板楼,2014.10.25,53182,270,房屋满五年,东城,安定门,其他,无电梯,安外大街80号院,2室1厅,50.77
东 西,中楼层(共12层) 1988年建板塔结合,2014.10.24,41983,216,房屋满五年,东城,安定门,简装,有电梯,安外大街3号院,2室1厅,51.45
西 北,中楼层(共12层) 1989年建塔楼,2014.10.23,44831,248,挂牌248万,东城,安定门,其他,有电梯,安德路乙61号院,2室1厅,55.32
南 北,中楼层(共12层) 1996年建板塔结合,2014.10.23,49773,350,房屋满五年,东城,安定门,简装,有电梯,青年湖北里,2室1厅,70.32
南 北,中楼层(共6层) 1985年建板楼,2014.10.22,49688,293.9,房屋满五年,东城,安定门,简装,,中绦胡同甲2号院,2室1厅,59.15
东,中楼层(共6层) 1988年建板楼,2014.10.21,43234,146,房屋满五年,东城,安定门,简装,无电梯,安外大街3号院,1室1厅,33.77
西北,低楼层(共12层) 板塔结合,2014.10.21,45148,515,房屋满五年,东城,安定门,精装,有电梯,华府景园,2室1厅,114.07
东 南,中楼层(共18层) 1997年建塔楼,2014.10.18,57485,500,房屋满五年,东城,安定门,精装,有电梯,青年湖北街,3室1厅,86.98
南 北,底层(共14层) 1998年建板楼,2014.10.16,38639,480,房屋满五年,东城,安定门,简装,有电梯,上龙嘉园,2室1厅,124.23
南 北,高楼层(共6层) 1983年建板楼,2014.10.16,53378,329.5,房屋满五年,东城,安定门,精装,无电梯,安德里北街24号院,2室1厅,61.73
南 北,底层(共6层) 1983年建板楼,2014.10.15,46516,305,房屋满五年,东城,安定门,简装,无电梯,安外西河沿,3室1厅,65.57
东 南,高楼层(共12层) 1988年建板塔结合,2014.10.15,44800,183.5,房屋满五年,东城,安定门,简装,有电梯,安外大街3号院,1室1厅,40.96
南 北,中楼层(共12层) 1990年建板塔结合,2014.10.15,51257,308,房屋满五年,东城,安定门,精装,有电梯,安外东河沿,2室1厅,60.09
东 西,中楼层(共10层) 2001年建板楼,2014.10.14,49205,300,房屋满五年,东城,安定门,精装,有电梯,安德路乙61号院,2室1厅,60.97
南,顶层(共6层) 1990年建板楼,2014.10.14,43166,180,房屋满五年,东城,安定门,其他,无电梯,安德路47号院,1室1厅,41.7
南 北,高楼层(共6层) 板楼,2014.10.13,49683,274,房屋满五年,东城,安定门,简装,无电梯,安外大街80号院,2室1厅,55.15
南 北,低楼层(共6层) 1998年建板楼,2014.10.13,59289,480,房屋满五年,东城,安定门,其他,无电梯,安外东河沿,3室1厅,80.96
南 北,低楼层(共6层) 1992年建板楼,2014.10.12,42108,239.8,房屋满五年,东城,安定门,精装,无电梯,青年湖东里,2室1厅,56.95
南 北,低楼层(共6层) 1998年建板楼,2014.10.12,54400,345,房屋满五年,东城,安定门,其他,无电梯,安外东河沿,2室1厅,63.42
南,中楼层(共6层) 1988年建板楼,2014.10.12,46429,195,近地铁,东城,安定门,其他,无电梯,青年湖东里,1室1厅,42
南 北,低楼层(共20层) 1994年建塔楼,2014.10.12,54870,320,房屋满五年,东城,安定门,精装,有电梯,安外东河沿,2室1厅,58.32
南 北,中楼层(共18层) 1988年建塔楼,2014.10.11,39782,273.5,房屋满五年,东城,安定门,简装,有电梯,青年湖东里,2室1厅,68.75
南 北,顶层(共6层) 1981年建板楼,2014.10.11,49624,303,房屋满五年,东城,安定门,其他,无电梯,安外东河沿,2室1厅,61.06
南 北,中楼层(共5层) 1986年建板楼,2014.10.10,62381,228,房屋满五年,东城,安定门,简装,,青年湖西里,1室1厅,36.55
南,高楼层(共19层) 2006年建塔楼,2014.10.09,48373,477,房屋满五年,东城,安定门,精装,有电梯,西营房,2室2厅,98.61
南 北,高楼层(共12层) 1983年建板楼,2014.10.09,43936,238,房屋满五年,东城,安定门,其他,有电梯,安外西河沿,2室1厅,54.17
东,高楼层(共10层) 1980年建板塔结合,2014.10.08,47163,285,房屋满五年,东城,安定门,简装,有电梯,六铺炕,2室1厅,60.43
南 北,中楼层(共12层) 1990年建板塔结合,2014.10.08,50952,332,房屋满五年,东城,安定门,精装,有电梯,安外东河沿,2室1厅,65.16
东,高楼层(共16层) 1992年建塔楼,2014.10.07,54192,298,房屋满五年,东城,安定门,精装,有电梯,六铺炕,2室1厅,54.99
南,中楼层(共12层) 1989年建塔楼,2014.10.07,46191,274,房屋满五年,东城,安定门,简装,有电梯,安德路乙61号院,2室1厅,59.32
南 北,中楼层(共5层) 1986年建板楼,2014.10.07,54159,295,近地铁,东城,安定门,简装,,青年湖西里,2室1厅,54.47
东 南 北,低楼层(共20层) 1994年建塔楼,2014.10.07,53890,539,房屋满五年,东城,安定门,精装,有电梯,安外东河沿,3室1厅,100.02
南 西,低楼层(共12层) 2005年建板塔结合,2014.10.06,52341,520,房屋满五年,东城,安定门,精装,有电梯,巷上嘉园,2室1厅,99.35
南 北,中楼层(共6层) 1984年建板楼,2014.10.04,55338,310,房屋满五年,东城,安定门,简装,无电梯,永康胡同18号院,2室1厅,56.02
东北,高楼层(共18层) 1988年建塔楼,2014.10,,,房屋满五年,东城,安定门,精装,有电梯,青年湖东里,2室1厅,69
暂无数据,中楼层(共14层) 1998年建板楼,2014.10,,,近地铁,东城,安定门,其他,有电梯,,,
暂无数据,低楼层(共24层) 2005年建板塔结合,2014.10,,,,东城,安定门,其他,有电梯,,,
暂无数据,中楼层(共14层) 1998年建板楼,2014.10,,,近地铁,东城,安定门,其他,有电梯,,,
暂无数据,中楼层(共18层) 1993年建塔楼,2014.10,,,近地铁,东城,安定门,其他,有电梯,,,
暂无数据,中楼层(共7层) 2002年建板楼,2014.10,,,近地铁,东城,安定门,其他,无电梯,,,
东 西,中楼层(共6层) 板楼,2014.10,,,,东城,安定门,简装,无电梯,安外大街3号院,2室1厅,64.59
暂无数据,高楼层(共12层) 1996年建板塔结合,2014.10,,,近地铁,东城,安定门,其他,有电梯,,,
暂无数据,中楼层(共16层) 2001年建塔楼,2014.10,,,,东城,安定门,其他,有电梯,,,
南 北,高楼层(共12层) 1989年建塔楼,2014.10,,,房屋满五年,东城,安定门,精装,有电梯,安德路乙61号院,3室1厅,66.65
北,高楼层(共17层) 2006年建塔楼,2014.09.28,42688,155,房屋满五年,东城,安定门,简装,有电梯,西营房,1室0厅,36.31
南 北,低楼层(共12层) 1989年建塔楼,2014.09.28,48013,320,房屋满五年,东城,安定门,简装,有电梯,安德路乙61号院,3室1厅,66.65
南 北,高楼层(共11层) 1985年建板塔结合,2014.09.23,57922,204,房屋满五年,东城,安定门,简装,有电梯,安外东河沿,1室1厅,35.22
东 南 西,中楼层(共5层) 1988年建板楼,2014.09.21,42471,262,房屋满五年,东城,安定门,简装,无电梯,青年湖东里,3室1厅,61.69
南 北,中楼层(共6层) 1977年建板楼,2014.09.21,37510,200,房屋满五年,东城,安定门,简装,无电梯,朗家胡同24号院,2室1厅,53.32
东 南,中楼层(共18层) 1988年建塔楼,2014.09.20,38856,205,房屋满五年,东城,安定门,简装,有电梯,青年湖东里,1室1厅,52.76
南 北,中楼层(共5层) 1982年建板楼,2014.09.18,50418,290,房屋满五年,东城,安定门,简装,,永康胡同5号院,3室1厅,57.52
东 西,顶层(共6层) 1995年建板楼,2014.09.14,36238,215,挂牌230万,东城,安定门,其他,无电梯,安德路47号院,2室1厅,59.33
东 西,高楼层(共14层) 1987年建板塔结合,2014.09.14,49127,416,房屋满五年,东城,安定门,精装,有电梯,安外大街80号院,3室1厅,84.68
南,顶层(共5层) 1980年建板楼,2014.09.13,44103,166,房屋满五年,东城,安定门,简装,无电梯,青年湖东里,1室1厅,37.64
东,中楼层(共14层) 1989年建塔楼,2014.09.09,50240,220,房屋满五年,东城,安定门,简装,有电梯,安德路乙61号院,1室1厅,43.79
南 北,中楼层(共11层) 1985年建板塔结合,2014.09.06,52076,202,房屋满五年,东城,安定门,精装,有电梯,安外东河沿,1室1厅,38.79
西北,顶层(共17层) 2006年建塔楼,2014.09.04,40899,162,房屋满五年,东城,安定门,其他,有电梯,西营房,1室0厅,39.61
东 西,顶层(共14层) 1996年建板塔结合,2014.09.03,57317,405,房屋满五年,东城,安定门,简装,有电梯,青年湖南街,2室1厅,70.66
暂无数据,中楼层(共18层) 1988年建塔楼,2014.09,,,近地铁,东城,安定门,其他,有电梯,,,
西,顶层(共19层) 2006年建塔楼,2014.09,,,房屋满五年,东城,安定门,简装,有电梯,西营房,1室1厅,55.65
南 北,底层(共6层) 2003年建板楼,2014.09,,,房屋满五年,东城,安定门,简装,有电梯,安馨园,3室2厅,162
北,中楼层(共17层) 2006年建塔楼,2014.09,,,房屋满五年,东城,安定门,简装,有电梯,西营房,1室0厅,37.09
暂无数据,中楼层(共12层) 1990年建板塔结合,2014.09,,,近地铁,东城,安定门,其他,有电梯,,,
暂无数据,低楼层(共12层) 1983年建板楼,2014.09,,,近地铁,东城,安定门,其他,有电梯,,,
暂无数据,中楼层(共16层) 1992年建塔楼,2014.09,,,近地铁,东城,安定门,其他,有电梯,,,
南 北,中楼层(共6层) 1983年建板楼,2014.09,,,房屋满五年,东城,安定门,简装,无电梯,安外西河沿,3室1厅,70
东 南,中楼层(共19层) 2001年建塔楼,2014.09,,,房屋满五年,东城,安定门,精装,有电梯,凯景铭座,4室1厅,179
暂无数据,低楼层(共10层) 2004年建板塔结合,2014.09,,,近地铁,东城,安定门,其他,有电梯,,,
南 北,底层(共5层) 1988年建板楼,2014.09.01,36365,243.5,房屋满五年,东城,安定门,其他,无电梯,青年湖北里,3室1厅,66.96
南,中楼层(共6层) 1988年建板楼,2014.08.31,44608,182,房屋满五年,东城,安定门,简装,无电梯,青年湖东里,1室1厅,40.8
东 南 北,低楼层(共16层) 2006年建塔楼,2014.08.31,40339,415,房屋满五年,东城,安定门,其他,有电梯,西营房,3室1厅,102.88
东 南 北,底层(共6层) 1983年建板楼,2014.08.30,51490,432,房屋满五年,东城,安定门,简装,有电梯,安外东河沿,3室1厅,83.9
东 西,中楼层(共14层) 1991年建板楼,2014.08.29,43900,272,挂牌272万,东城,安定门,精装,有电梯,黄寺大街28号院,2室1厅,61.96
北,中楼层(共17层) 2006年建塔楼,2014.08.27,41587,151,房屋满五年,东城,安定门,其他,有电梯,西营房,1室1厅,36.31
南 北,顶层(共6层) 1995年建板楼,2014.08.22,47423,276,房屋满五年,东城,安定门,简装,,青年湖南街6号院,2室1厅,58.2
东,高楼层(共19层) 2006年建塔楼,2014.08.20,44707,250,近地铁,东城,安定门,精装,有电梯,西营房,1室1厅,55.92
东 西 北,低楼层(共6层) 1988年建板楼,2014.08.17,38186,223.5,房屋满五年,东城,安定门,简装,无电梯,青年湖东里,2室1厅,58.53
南,低楼层(共18层) 1988年建塔楼,2014.08.16,49307,313,房屋满五年,东城,安定门,精装,有电梯,上龙西里,2室1厅,63.48
南 北,顶层(共6层) 1998年建板楼,2014.08.16,45177,450,近地铁,东城,安定门,其他,无电梯,安外东河沿,4室1厅,99.61
南,高楼层(共14层) 1996年建板塔结合,2014.08.12,58858,307,近地铁,东城,安定门,其他,有电梯,青年湖南街,1室1厅,52.16
东,中楼层(共17层) 1990年建塔楼,2014.08.10,50196,270,房屋满五年,东城,安定门,精装,有电梯,安德里北街25号院,2室1厅,53.79
东 西 北,顶层(共10层) 1992年建板塔结合,2014.08.05,46735,410,近地铁,东城,安定门,其他,有电梯,青年湖南街,3室1厅,87.73
东 西,中楼层(共11层) 1992年建板塔结合,2014.08,,,,东城,安定门,其他,有电梯,鼓楼外大街52号,1室1厅,45
西 南,高楼层(共19层) 2001年建塔楼,2014.08,,,房屋满五年,东城,安定门,精装,有电梯,凯景铭座,2室2厅,137.39
暂无数据,中楼层(共6层) 1980年建平房,2014.08,,,,东城,安定门,其他,,,,
东,高楼层(共6层) 1989年建板楼,2014.08,,,房屋满五年,东城,安定门,简装,无电梯,上龙西里,2室1厅,63.14
暂无数据,底层(共6层) 1975年建板楼,2014.08,,,近地铁,东城,安定门,其他,无电梯,,,
东,底层(共6层) 1989年建板楼,2014.08,,,房屋满五年,东城,安定门,简装,无电梯,上龙西里,2室1厅,62.37
西 南,低楼层(共18层) 1993年建塔楼,2014.08,,,房屋满五年,东城,安定门,精装,有电梯,上龙西里,2室1厅,70
暂无数据,顶层(共12层) 板塔结合,2014.08,,,,东城,安定门,其他,有电梯,,,
东,顶层(共15层) 1989年建塔楼,2014.08,,,房屋满五年,东城,安定门,其他,有电梯,黄寺大街28号院,2室1厅,54.42
暂无数据,中楼层(共6层) 1997年建板楼,2014.08,,,,东城,安定门,其他,无电梯,,,
东 南,低楼层(共18层) 1993年建塔楼,2014.08,,,房屋满五年,东城,安定门,精装,有电梯,上龙西里,2室1厅,73.42
暂无数据,中楼层(共10层) 1997年建板塔结合,2014.08,,,近地铁,东城,安定门,其他,有电梯,,,
南,中楼层(共12层) 1983年建板楼,2014.08.01,45884,180,房屋满五年,东城,安定门,精装,有电梯,安外西河沿,1室1厅,39.23
南,顶层(共6层) 1982年建板楼,2014.07.31,48515,245,近地铁,东城,安定门,简装,,永康胡同5号院,2室1厅,50.5
东 西,低楼层(共12层) 板塔结合,2014.07.30,38978,590,房屋满五年,东城,安定门,精装,有电梯,华府景园,3室1厅,151.37
南,中楼层(共16层) 1992年建塔楼,2014.07.27,53772,303,房屋满五年,东城,安定门,精装,有电梯,六铺炕,2室1厅,56.35
西 北,中楼层(共6层) 板楼,2014.07.27,60834,550,房屋满五年,东城,安定门,其他,无电梯,官书院,3室1厅,90.41
南 北,底层(共6层) 1985年建板楼,2014.07.27,53199,293.6,挂牌309万,东城,安定门,其他,,中绦胡同甲2号院,2室1厅,55.19
南 北,中楼层(共6层) 1989年建板楼,2014.07.25,53338,310,近地铁,东城,安定门,其他,无电梯,安外东河沿,2室1厅,58.12
南 西 北,中楼层(共22层) 2001年建塔楼,2014.07.21,48277,780,近地铁,东城,安定门,其他,有电梯,中景濠庭,3室2厅,161.57
南 北,中楼层(共7层) 2002年建板楼,2014.07.21,51444,440,房屋满五年,东城,安定门,简装,无电梯,永康胡同1号院,3室1厅,85.53
南 北,低楼层(共10层) 2004年建板塔结合,2014.07.20,45487,449,房屋满五年,东城,安定门,精装,有电梯,青年湖北里,3室1厅,98.71
南 北,中楼层(共6层) 1995年建板楼,2014.07.16,48952,385,房屋满五年,东城,安定门,精装,,青年湖南街6号院,3室1厅,78.65
